1WN,1CNTZ,1CNTR,6WN,6CNTZ,6CNTR
21.85,244.0,124.0,25.15,264.0,231.0
26.12,156.0,144.0,28.0,198.0,247.0
28.91,246.0,260.0,31.07,287.0,212.0
29.71,259.0,273.0,32.7,176.0,267.0
34.32,283.0,195.0,34.31,183.0,255.0
39.87,283.0,230.0,36.55,207.0,303.0
40.35,195.0,139.0,39.11,249.0,266.0
41.89,155.0,236.0,41.48,155.0,226.0
43.53,292.0,232.0,42.66,250.0,234.0
46.6,210.0,196.0,48.67,165.0,209.0
50.69,264.0,187.0,50.83,281.0,241.0
52.4,238.0,171.0,53.6,271.0,192.0
55.22,302.0,181.0,57.42,150.0,201.0
61.94,285.0,154.0,60.15,111.0,140.0
63.93,266.0,174.0,65.09,238.0,166.0
66.41,248.0,181.0,66.69,290.0,188.0
67.45,288.0,212.0,75.56,301.0,286.0
71.79,198.0,161.0,77.16,199.0,164.0
75.97,275.0,159.0,85.3,244.0,217.0
84.69,231.0,267.0,88.27,148.0,173.0
86.03,125.0,316.0,93.44,177.0,171.0
87.35,147.0,295.0,96.99,203.0,147.0
88.94,198.0,310.0,100.7,247.0,249.0
94.97,272.0,255.0,108.42,300.0,257.0
97.12,216.0,227.0,113.72,143.0,319.0
99.86,245.0,157.0,114.88,253.0,211.0
106.12,270.0,116.0,121.01,221.0,116.0
115.89,168.0,301.0,122.66,162.0,56.0
117.3,298.0,141.0,124.94,77.0,122.0
118.58,182.0,197.0,126.42,215.0,125.0
122.32,275.0,109.0,129.42,175.0,321.0
127.88,201.0,122.0,134.01,231.0,255.0
133.52,134.0,175.0,137.75,244.0,181.0
139.8,230.0,129.0,143.36,132.0,149.0
141.41,165.0,225.0,148.55,278.0,176.0
159.33,193.0,127.0,150.86,151.0,129.0
161.67,106.0,337.0,153.75,275.0,120.0
166.26,298.0,112.0,154.87,236.0,307.0
171.48,218.0,147.0,161.44,202.0,282.0
177.13,317.0,82.0,166.38,294.0,169.0
180.99,221.0,204.0,181.18,237.0,178.0
187.27,324.0,198.0,182.84,325.0,246.0
189.46,277.0,133.0,191.5,226.0,218.0
198.93,308.0,117.0,194.15,177.0,208.0
